sst_ts,direct_ts,diff_seconds,device,country
1767764612000000,1767764612151360,0.15136,desktop,Australia
1767764664000000,1767764653456474,-10.543526,desktop,India
1767764679000000,1767764679030830,0.03083,desktop,Australia
1767764699000000,1767764699324595,0.324595,desktop,Australia
1767764718000000,1767764718103636,0.103636,mobile,Australia
1767764719000000,1767764718859037,-0.140963,desktop,Australia
1767764723000000,1767764722853110,-0.14689,desktop,Australia
1767764741000000,1767764740733089,-0.266911,desktop,Australia
1767764744000000,1767764743790756,-0.209244,mobile,Australia
1767764759000000,1767764758513731,-0.486269,mobile,Australia
1767764763000000,1767764763317511,0.317511,mobile,Australia
1767764773000000,1767764773034396,0.034396,desktop,Australia
1767764805000000,1767764805092747,0.092747,desktop,Australia
1767764816000000,1767764815897211,-0.102789,desktop,Australia
1767764825000000,1767764825202743,0.202743,mobile,Australia
1767764898000000,1767764898257903,0.257903,desktop,Australia
1767764923000000,1767764922455704,-0.544296,desktop,Australia
1767764948000000,1767764948347596,0.347596,desktop,Australia
1767764953000000,1767764953231886,0.231886,desktop,Australia
1767764961000000,1767764953231886,-7.768114,desktop,Australia
1767764997000000,1767764997063697,0.063697,desktop,Australia
1767765029000000,1767765029454305,0.454305,desktop,Australia
1767765039000000,1767765038493276,-0.506724,desktop,Australia
1767765050000000,1767765050011275,0.011275,desktop,Australia
1767765062000000,1767765061559119,-0.440881,desktop,Australia
1767765071000000,1767765071224790,0.22479,desktop,Australia
1767765097000000,1767765097508203,0.508203,desktop,Australia
1767765104000000,1767765104295374,0.295374,desktop,Australia
1767765131000000,1767765130833613,-0.166387,mobile,Australia
1767765201000000,1767765201220815,0.220815,desktop,Australia
1767765216000000,1767765216203392,0.203392,mobile,Australia
1767765226000000,1767765225495535,-0.504465,mobile,India
1767765235000000,1767765233709773,-1.290227,desktop,Australia
1767765280000000,1767765280297963,0.297963,desktop,Australia
1767765287000000,1767765287468648,0.468648,desktop,Australia
1767765326000000,1767765325613860,-0.38614,desktop,Australia
1767765338000000,1767765338073638,0.073638,desktop,Australia
1767765350000000,1767765350307677,0.307677,desktop,Australia
1767765380000000,1767765382706978,2.706978,mobile,Philippines
1767765407000000,1767765406966076,-0.033924,desktop,Australia
1767765408000000,1767765407146136,-0.853864,desktop,Australia
1767765412000000,1767765412050226,0.050226,desktop,India
1767765428000000,1767765428286566,0.286566,mobile,Australia
1767765460000000,1767765459697776,-0.302224,desktop,Australia
1767765478000000,1767765478144571,0.144571,mobile,Australia
1767765505000000,1767765504577648,-0.422352,mobile,Cambodia
1767765536000000,1767765536173595,0.173595,desktop,Fiji
1767765584000000,1767765584342289,0.342289,mobile,Australia
1767765601000000,1767765601241923,0.241923,desktop,Fiji
1767765607000000,1767765607432405,0.432405,desktop,Australia
1767765666000000,1767765665437838,-0.562162,desktop,Australia
1767765673000000,1767765673449898,0.449898,mobile,Australia
1767765677000000,1767765676003915,-0.996085,desktop,Japan
1767765730000000,1767765729841326,-0.158674,desktop,Australia
1767765737000000,1767765737460074,0.460074,desktop,Australia
1767765756000000,1767765755740343,-0.259657,desktop,Australia
1767765764000000,1767765763339670,-0.66033,desktop,Philippines
1767765777000000,1767765776463113,-0.536887,desktop,Australia
1767765785000000,1767765782704828,-2.295172,desktop,United States
1767765796000000,1767765796114510,0.11451,desktop,Australia
1767765799000000,1767765797835965,-1.164035,desktop,India
1767765809000000,1767765808849650,-0.15035,desktop,Australia
1767765843000000,1767765843039296,0.039296,desktop,Australia
1767765845000000,1767765846586904,1.586904,desktop,United States
1767765870000000,1767765869678857,-0.321143,mobile,India
1767765888000000,1767765888601360,0.60136,desktop,Australia
1767765979000000,1767765979013666,0.013666,desktop,Australia
1767765988000000,1767765988351689,0.351689,desktop,Australia
1767766000000000,1767765998849027,-1.150973,desktop,Australia
1767766004000000,1767766004267537,0.267537,desktop,Australia
1767766040000000,1767766039145756,-0.854244,mobile,India
1767766044000000,1767766044356432,0.356432,desktop,Australia
1767766052000000,1767766053138450,1.13845,mobile,Australia
1767766095000000,1767766094715971,-0.284029,desktop,Australia
1767766181000000,1767766181314291,0.314291,desktop,Australia
1767766182000000,1767766181967055,-0.032945,mobile,Australia
1767766228000000,1767766227824435,-0.175565,desktop,Australia
1767766290000000,1767766289834270,-0.16573,mobile,Australia
1767766324000000,1767766324563837,0.563837,mobile,Australia
1767766393000000,1767766392194065,-0.805935,desktop,Philippines
1767766417000000,1767766415919045,-1.080955,desktop,United Arab Emirates
1767766459000000,1767766458604255,-0.395745,mobile,Australia
1767766521000000,1767766521158018,0.158018,mobile,Australia
1767766530000000,1767766530354573,0.354573,desktop,China
1767766568000000,1767766568350764,0.350764,desktop,Australia
1767766584000000,1767766584173099,0.173099,mobile,Australia
1767766596000000,1767766596427173,0.427173,desktop,Australia
1767766602000000,1767766602500717,0.500717,desktop,Australia
1767766643000000,1767766643093619,0.093619,desktop,Australia
1767766667000000,1767766666667764,-0.332236,desktop,Australia
1767766688000000,1767766687673320,-0.32668,desktop,Taiwan
1767766698000000,1767766697222320,-0.77768,desktop,Vietnam
1767766794000000,1767766793690031,-0.309969,mobile,Australia
1767766796000000,1767766795964515,-0.035485,desktop,Australia
1767766845000000,1767766844594382,-0.405618,desktop,Australia
1767766865000000,1767766863721387,-1.278613,mobile,India
1767766925000000,1767766921025566,-3.974434,desktop,Indonesia
1767766936000000,1767766936041739,0.041739,mobile,Australia
1767766964000000,1767766962942736,-1.057264,mobile,India
1767766969000000,1767766967470118,-1.529882,desktop,Argentina
1767766972000000,1767766972901767,0.901767,desktop,Australia
1767767023000000,1767767022762072,-0.237928,mobile,Malaysia
1767767031000000,1767767031297923,0.297923,desktop,Australia
1767767033000000,1767767032786051,-0.213949,desktop,Australia
1767767042000000,1767767041547269,-0.452731,mobile,Australia
1767767091000000,1767767091248373,0.248373,mobile,Australia
1767767099000000,1767767099196198,0.196198,mobile,Australia
1767767108000000,1767767107862946,-0.137054,mobile,Australia
1767767116000000,1767767116651029,0.651029,desktop,Australia
1767767133000000,1767767132512065,-0.487935,desktop,Australia
1767767139000000,1767767138548750,-0.45125,desktop,India
1767767164000000,1767767164374040,0.37404,desktop,Australia
1767767169000000,1767767166828037,-2.171963,desktop,Japan
1767767178000000,1767767177831632,-0.168368,desktop,Australia
1767767198000000,1767767197986085,-0.013915,desktop,Australia
1767767204000000,1767767203609112,-0.390888,desktop,Malaysia
1767767284000000,1767767284155265,0.155265,desktop,Australia
1767767289000000,1767767289392998,0.392998,desktop,Australia
1767767316000000,1767767315253479,-0.746521,mobile,Australia
1767767383000000,1767767382566132,-0.433868,mobile,Australia
1767767407000000,1767767407526865,0.526865,desktop,Australia
1767767428000000,1767767427021998,-0.978002,desktop,Japan
1767767441000000,1767767441003841,0.003841,mobile,Australia
1767767448000000,1767767447548808,-0.451192,desktop,Vietnam
1767767520000000,1767767520170896,0.170896,desktop,Australia
1767767525000000,1767767524811257,-0.188743,mobile,Australia
1767767579000000,1767767578623984,-0.376016,desktop,Thailand
1767767589000000,1767767588535784,-0.464216,desktop,Japan
1767767633000000,1767767632154381,-0.845619,desktop,Malaysia
1767767671000000,1767767670618109,-0.381891,mobile,Australia
1767767698000000,1767767698470690,0.47069,mobile,Australia
1767767707000000,1767767706512769,-0.487231,mobile,Australia
1767767757000000,1767767756740882,-0.259118,desktop,Australia
1767767786000000,1767767786235321,0.235321,desktop,Vietnam
1767767794000000,1767767793460925,-0.539075,desktop,Australia
1767767837000000,1767767836137490,-0.86251,mobile,Australia
1767767845000000,1767767844355329,-0.644671,desktop,Australia
1767767887000000,1767767886742196,-0.257804,desktop,Australia
1767767911000000,1767767911257182,0.257182,desktop,Australia
1767767929000000,1767767928732091,-0.267909,mobile,Australia
1767767936000000,1767767936390842,0.390842,desktop,Australia
1767768007000000,1767768006323431,-0.676569,mobile,Australia
1767768013000000,1767768012880376,-0.119624,desktop,Australia
1767768058000000,1767768058081020,0.08102,mobile,Australia
1767768086000000,1767768085698705,-0.301295,desktop,Australia
1767768128000000,1767768125854119,-2.145881,desktop,India
1767768184000000,1767768183734962,-0.265038,mobile,New Zealand
1767768209000000,1767768209175770,0.17577,desktop,Australia
1767768280000000,1767768279424163,-0.575837,desktop,Australia
1767768298000000,1767768297562977,-0.437023,desktop,Australia
1767768323000000,1767768322593942,-0.406058,mobile,Australia
1767768356000000,1767768356405377,0.405377,mobile,Australia
1767768413000000,1767768413209855,0.209855,desktop,Australia
1767768554000000,1767768553057358,-0.942642,desktop,Thailand
1767768561000000,1767768559485540,-1.51446,desktop,United Arab Emirates
1767768651000000,1767768650530484,-0.469516,desktop,Australia
1767768657000000,1767768656921312,-0.078688,desktop,Australia
1767768674000000,1767768674351502,0.351502,desktop,Australia
1767768682000000,1767768682208275,0.208275,mobile,Australia
1767768714000000,1767768713837062,-0.162938,mobile,Australia
1767768802000000,1767768802341835,0.341835,desktop,Australia
1767768818000000,1767768817114050,-0.88595,desktop,Australia
1767768830000000,1767768829835134,-0.164866,mobile,Australia
1767768849000000,1767768849222456,0.222456,mobile,Australia
1767768873000000,1767768873357285,0.357285,mobile,Australia
1767768895000000,1767768895323112,0.323112,mobile,Australia
1767768923000000,1767768924545851,1.545851,desktop,China
1767768938000000,1767768937591487,-0.408513,desktop,Japan
1767768950000000,1767768949611967,-0.388033,mobile,Australia
1767769009000000,1767769008952663,-0.047337,desktop,Australia
1767769012000000,1767769012068482,0.068482,desktop,Australia
1767769042000000,1767769041414658,-0.585342,desktop,China
1767769067000000,1767769066304558,-0.695442,desktop,Australia
1767769099000000,1767769098322544,-0.677456,desktop,Thailand
1767769107000000,1767769106729788,-0.270212,desktop,Australia
1767769125000000,1767769125036527,0.036527,mobile,Australia
1767769134000000,1767769132805765,-1.194235,desktop,Vietnam
1767769158000000,1767769158160594,0.160594,desktop,Australia
1767769169000000,1767769170235379,1.235379,desktop,Philippines
1767769173000000,1767769044023159,-128.976841,desktop,China
1767769247000000,1767769245050485,-1.949515,desktop,United Arab Emirates
1767769276000000,1767769275573547,-0.426453,desktop,Australia
1767769285000000,1767769284984625,-0.015375,tablet,Australia
1767769295000000,1767769294370784,-0.629216,desktop,Thailand
1767769319000000,1767769319072798,0.072798,mobile,Australia
1767769323000000,1767769322614677,-0.385323,mobile,Australia
1767769327000000,1767769326434183,-0.565817,desktop,India
1767769344000000,1767769343240399,-0.759601,mobile,India
1767769350000000,1767769350426371,0.426371,mobile,Australia
1767769474000000,1767769474203001,0.203001,mobile,Australia
1767769503000000,1767769502773121,-0.226879,desktop,Australia
1767769557000000,1767769556875833,-0.124167,desktop,Australia
1767769560000000,1767769559351534,-0.648466,desktop,Australia
1767769563000000,1767769562744862,-0.255138,desktop,Australia
1767769602000000,1767769600603847,-1.396153,desktop,Japan
1767769638000000,1767769638379124,0.379124,desktop,Australia
1767769658000000,1767769658006682,0.006682,desktop,Australia
1767769661000000,1767769660827459,-0.172541,desktop,Australia
1767769734000000,1767769733552978,-0.447022,desktop,India
1767769747000000,1767769746793762,-0.206238,mobile,Australia
1767769773000000,1767769772766668,-0.233332,desktop,Australia
1767769810000000,1767769809093264,-0.906736,desktop,Qatar
1767769876000000,1767769876320185,0.320185,desktop,Australia
1767769942000000,1767769949023821,7.023821,desktop,India
1767769949000000,1767769949023821,0.023821,desktop,India
1767769998000000,1767769997637215,-0.362785,mobile,China
1767770029000000,1767770028037276,-0.962724,mobile,India
1767770093000000,1767770092903286,-0.096714,desktop,Australia
1767770098000000,1767770097183179,-0.816821,desktop,Malaysia
1767770108000000,1767770107794846,-0.205154,desktop,Australia
1767770181000000,1767770180843696,-0.156304,desktop,Australia
1767770239000000,1767770237674468,-1.325532,desktop,Australia
1767770240000000,1767770239471468,-0.528532,desktop,Vietnam
1767770268000000,1767770267977024,-0.022976,desktop,Australia
1767770383000000,1767770382812848,-0.187152,desktop,Australia
1767770464000000,1767770463210763,-0.789237,desktop,Pakistan
1767770486000000,1767770486010801,0.010801,mobile,Australia
1767770561000000,1767770560985668,-0.014332,desktop,Australia
1767770689000000,1767770689374592,0.374592,desktop,Australia
1767770733000000,1767770732328847,-0.671153,desktop,India
1767770775000000,1767770883023689,108.023689,desktop,China
1767770788000000,1767770786923634,-1.076366,desktop,Thailand
1767770816000000,1767770815824718,-0.175282,mobile,India
1767770818000000,1767770817129640,-0.87036,desktop,India
1767770847000000,1767770846673502,-0.326498,desktop,Australia
1767770855000000,1767770854545664,-0.454336,mobile,Australia
1767770861000000,1767770860618854,-0.381146,mobile,Australia
1767770882000000,1767770882199892,0.199892,desktop,Australia
1767770903000000,1767770902741891,-0.258109,mobile,Australia
1767770935000000,1767770935138944,0.138944,desktop,Australia
1767770950000000,1767770950340212,0.340212,mobile,Australia
1767770955000000,1767770955859862,0.859862,mobile,Australia
1767770968000000,1767770967429005,-0.570995,mobile,Australia
1767771011000000,1767771010679162,-0.320838,desktop,Indonesia
1767771039000000,1767771038450870,-0.54913,desktop,Thailand
1767771043000000,1767771042626460,-0.37354,mobile,Australia
1767771208000000,1767771208233070,0.23307,mobile,Australia
1767771229000000,1767771228264062,-0.735938,mobile,Thailand
1767771232000000,1767771231936742,-0.063258,desktop,Australia
1767771268000000,1767771267681622,-0.318378,mobile,Australia
1767771278000000,1767771277541195,-0.458805,desktop,Thailand
1767771344000000,1767771343351801,-0.648199,desktop,Malaysia
1767771360000000,1767771360530111,0.530111,mobile,Australia
1767771427000000,1767771426817379,-0.182621,desktop,Australia
1767771469000000,1767771468163094,-0.836906,desktop,Japan
1767771480000000,1767771480147333,0.147333,desktop,Malaysia
1767771494000000,1767771492394331,-1.605669,desktop,Vietnam
1767771532000000,1767771572909308,40.909308,mobile,Australia
1767771533000000,1767771532727458,-0.272542,desktop,Australia
1767771573000000,1767771572909308,-0.090692,mobile,Australia
1767771574000000,1767771573678894,-0.321106,mobile,Australia
1767771648000000,1767771647709347,-0.290653,desktop,New Zealand
1767771704000000,1767771703968195,-0.031805,desktop,Australia
1767771713000000,1767771713293696,0.293696,desktop,Australia
1767771777000000,1767771776990804,-0.009196,mobile,Australia
1767771799000000,1767771799003159,0.003159,desktop,Thailand
1767771818000000,1767771817601620,-0.39838,desktop,Australia
1767771913000000,1767771911971424,-1.028576,desktop,Hong Kong
1767771958000000,1767771957309022,-0.690978,desktop,Australia
1767772002000000,1767772002801256,0.801256,desktop,Australia
1767772015000000,1767772014883026,-0.116974,desktop,Malaysia
1767772043000000,1767772042556970,-0.44303,desktop,South Korea
1767772063000000,1767772061220520,-1.77948,desktop,China
1767772112000000,1767772112302535,0.302535,desktop,Australia
1767772126000000,1767772126040968,0.040968,desktop,Thailand
1767772133000000,1767772132771235,-0.228765,desktop,Pakistan
1767772187000000,1767772106833485,-80.166515,mobile,Australia
1767772215000000,1767772214783897,-0.216103,desktop,United Arab Emirates
1767772265000000,1767772264526428,-0.473572,desktop,Australia
1767772271000000,1767772269684132,-1.315868,desktop,India
1767772289000000,1767772287668124,-1.331876,desktop,South Africa
1767772292000000,1767772291959856,-0.040144,desktop,Australia
1767772321000000,1767772321029530,0.02953,desktop,Australia
1767772333000000,1767772333110763,0.110763,desktop,Australia
1767772375000000,1767772375307655,0.307655,desktop,Australia
1767772447000000,1767772446484211,-0.515789,desktop,India
1767772455000000,1767772454868746,-0.131254,desktop,Australia
1767772473000000,1767772472543859,-0.456141,mobile,India
1767772478000000,1767772477657523,-0.342477,desktop,Vietnam
1767772519000000,1767772519001287,0.001287,desktop,India
1767772531000000,1767772531313737,0.313737,mobile,Australia
1767772554000000,1767772304890068,-249.109932,desktop,China
1767772588000000,1767772587930563,-0.069437,desktop,Australia
1767772620000000,1767772620270014,0.270014,desktop,Australia
1767772636000000,1767772635930974,-0.069026,desktop,Australia
1767772648000000,1767772648290986,0.290986,desktop,Australia
1767772689000000,1767772688562702,-0.437298,desktop,India
1767772696000000,1767772695797743,-0.202257,mobile,Australia
1767772700000000,1767772700267307,0.267307,mobile,Australia
1767772717000000,1767772717034217,0.034217,mobile,Australia
1767772756000000,1767772755580377,-0.419623,desktop,Australia
1767772792000000,1767772791992440,-0.00756,desktop,Australia
1767772951000000,1767772951297267,0.297267,mobile,Australia
1767772976000000,1767772975735407,-0.264593,desktop,Australia
1767772980000000,1767772979778989,-0.221011,desktop,Pakistan
1767773060000000,1767773060097297,0.097297,mobile,Australia
1767773134000000,1767773134451198,0.451198,desktop,Australia
1767773164000000,1767773164091393,0.091393,desktop,Australia
1767773182000000,1767773182033922,0.033922,desktop,Australia
1767773218000000,1767773219072541,1.072541,desktop,China
1767773229000000,1767773229069177,0.069177,desktop,Australia
1767773264000000,1767773263446796,-0.553204,desktop,Vietnam
1767773275000000,1767773274909814,-0.090186,desktop,Australia
1767773276000000,1767773275672496,-0.327504,desktop,Australia
1767773380000000,1767773379801714,-0.198286,desktop,Australia
1767773423000000,1767773423058974,0.058974,mobile,Australia
1767773463000000,1767773379801714,-83.198286,desktop,Australia
1767773485000000,1767773484920367,-0.079633,mobile,Australia
1767773527000000,1767773526703424,-0.296576,mobile,Australia
1767773598000000,1767773597781910,-0.21809,mobile,Australia
1767773599000000,1767773598480685,-0.519315,tablet,Australia
1767773606000000,1767773606100020,0.10002,desktop,Australia
1767773643000000,1767773642689629,-0.310371,desktop,Vietnam
1767773660000000,1767773660426024,0.426024,mobile,Australia
1767773698000000,1767773697666429,-0.333571,mobile,Australia
1767773717000000,1767773717731522,0.731522,desktop,Australia
1767773721000000,1767773720712916,-0.287084,desktop,South Korea
1767773785000000,1767773785458886,0.458886,mobile,Australia
1767773816000000,1767773815533209,-0.466791,mobile,Australia
1767773820000000,1767773820401073,0.401073,mobile,Australia
1767773859000000,1767773858260626,-0.739374,desktop,Bahrain
1767773895000000,1767773984958721,89.958721,desktop,China
1767773909000000,1767773908385662,-0.614338,mobile,Australia
1767774070000000,1767774069638113,-0.361887,mobile,Australia
1767774079000000,1767773984958721,-94.041279,desktop,China
1767774083000000,1767774083011048,0.011048,desktop,Australia
1767774085000000,1767774085112327,0.112327,mobile,Australia
1767774119000000,1767774119280927,0.280927,mobile,Australia
1767774149000000,1767774149182474,0.182474,mobile,Australia
1767774158000000,1767774157344016,-0.655984,mobile,Australia
1767774176000000,1767774175655173,-0.344827,mobile,Australia
1767774227000000,1767774226652844,-0.347156,desktop,Malaysia
1767774229000000,1767774228502743,-0.497257,desktop,Australia
1767774252000000,1767774252644030,0.64403,mobile,Australia
1767774327000000,1767774326604472,-0.395528,desktop,Vietnam
1767774336000000,1767774322875553,-13.124447,desktop,India
1767774380000000,1767774379624843,-0.375157,mobile,Australia
1767774385000000,1767774384281484,-0.718516,desktop,Taiwan
1767774401000000,1767774400025911,-0.974089,desktop,Thailand
1767774465000000,1767774465374736,0.374736,mobile,Australia
1767774468000000,1767774467383020,-0.61698,mobile,Australia
1767774530000000,1767774529901459,-0.098541,mobile,Australia
1767774614000000,1767774612968934,-1.031066,desktop,China
1767774650000000,1767774650427592,0.427592,desktop,Australia
1767774650000000,1767774650427592,0.427592,desktop,Australia
1767774673000000,1767774673183830,0.18383,desktop,Australia
1767774714000000,1767774714681068,0.681068,mobile,Australia
1767774730000000,1767774730198788,0.198788,mobile,Australia
1767774872000000,1767774871938313,-0.061687,desktop,Australia
1767774911000000,1767774909034864,-1.965136,desktop,United Arab Emirates
1767774918000000,1767774918201978,0.201978,desktop,Australia
1767774963000000,1767774962161430,-0.83857,desktop,Thailand
1767775020000000,1767775019143343,-0.856657,desktop,India
1767775030000000,1767775029263667,-0.736333,desktop,Australia
1767775039000000,1767775023574271,-15.425729,mobile,Australia
1767775127000000,1767775126322900,-0.6771,mobile,Vietnam
1767775141000000,1767775140833212,-0.166788,mobile,India
1767775151000000,1767775151451821,0.451821,mobile,Australia
1767775158000000,1767775157176928,-0.823072,desktop,Bahrain
1767775170000000,1767775169927487,-0.072513,mobile,Australia
1767775192000000,1767775191188041,-0.811959,desktop,India
1767775235000000,1767775233526763,-1.473237,desktop,South Africa
1767775243000000,1767775243037518,0.037518,desktop,Australia
1767775306000000,1767775305063283,-0.936717,desktop,Vietnam
1767775308000000,1767775307604119,-0.395881,desktop,Qatar
1767775310000000,1767775308536003,-1.463997,desktop,Philippines
1767775538000000,1767775537938649,-0.061351,desktop,Australia
1767775558000000,1767775557828634,-0.171366,mobile,Australia
1767775577000000,1767775577223176,0.223176,tablet,Australia
1767775578000000,1767775577320686,-0.679314,desktop,Thailand
1767775589000000,1767775588259051,-0.740949,desktop,Australia
1767775809000000,1767775809676923,0.676923,desktop,France
1767775839000000,1767775839124427,0.124427,mobile,Australia
1767775846000000,1767775846239348,0.239348,desktop,Australia
1767775865000000,1767775863935186,-1.064814,desktop,Pakistan
1767775904000000,1767775901959967,-2.040033,desktop,Saudi Arabia
1767775948000000,1767775947982147,-0.017853,desktop,Australia
1767775956000000,1767775955975156,-0.024844,desktop,Vietnam
1767775962000000,1767775961231128,-0.768872,desktop,Thailand
1767776011000000,1767776010666465,-0.333535,mobile,Australia
1767776067000000,1767776066876459,-0.123541,mobile,Australia
1767776080000000,1767776079757544,-0.242456,mobile,Australia
1767776099000000,1767776098825682,-0.174318,desktop,United States
1767776107000000,1767776107547401,0.547401,desktop,United States
1767776108000000,1767776107547401,-0.452599,desktop,United States
1767776111000000,1767776110292935,-0.707065,desktop,United States
1767776150000000,1767776149812958,-0.187042,desktop,Japan
1767776197000000,1767776196598335,-0.401665,desktop,Australia
1767776229000000,1767776229189064,0.189064,mobile,Australia
1767776244000000,1767776242971365,-1.028635,desktop,India
1767776250000000,1767776249481865,-0.518135,tablet,Australia
1767776387000000,1767776386501277,-0.498723,desktop,Australia
1767776423000000,1767776422925186,-0.074814,mobile,Australia
1767776483000000,1767776482159756,-0.840244,desktop,United Arab Emirates
1767776499000000,1767776499369036,0.369036,desktop,New Zealand
1767776508000000,1767776506754953,-1.245047,mobile,Australia
1767776575000000,1767776812145824,237.145824,desktop,Japan
1767776580000000,1767776579621926,-0.378074,mobile,Australia
1767776642000000,1767776642019753,0.019753,mobile,Australia
1767776765000000,1767776765151534,0.151534,mobile,Vietnam
1767776784000000,1767776783823897,-0.176103,desktop,Australia
1767776818000000,1767776786312413,-31.687587,mobile,China
1767776838000000,1767776837976020,-0.02398,mobile,Australia
1767776859000000,1767776858928355,-0.071645,desktop,Vietnam
1767776914000000,1767776913436465,-0.563535,desktop,Australia
1767776924000000,1767776924455118,0.455118,desktop,Australia
1767776956000000,1767776955665224,-0.334776,mobile,Australia
1767776970000000,1767776969925206,-0.074794,desktop,Australia
1767777005000000,1767777004656151,-0.343849,desktop,Vietnam
1767777097000000,1767777096043911,-0.956089,mobile,India
1767777102000000,1767777101735439,-0.264561,desktop,Thailand
1767777113000000,1767777111846675,-1.153325,desktop,Australia
1767777309000000,1767777308947023,-0.052977,mobile,Vietnam
1767777420000000,1767777419705545,-0.294455,tablet,Australia
1767777436000000,1767777436431400,0.4314,desktop,Australia
1767777514000000,1767777812783848,298.783848,desktop,China
1767777544000000,1767777543543455,-0.456545,mobile,Australia
1767777632000000,1767777632256054,0.256054,desktop,Bangladesh
1767777671000000,1767777671267310,0.26731,mobile,Australia
1767777674000000,1767777673555047,-0.444953,mobile,Australia
1767777790000000,1767777789953721,-0.046279,desktop,South Korea
1767777808000000,1767777808009139,0.009139,desktop,Australia
1767777825000000,1767777825090804,0.090804,mobile,Australia
1767777841000000,1767777840685670,-0.31433,desktop,Spain
1767777901000000,1767777900668014,-0.331986,mobile,India
1767777970000000,1767777969501501,-0.498499,desktop,Vietnam
1767777993000000,1767777992612218,-0.387782,mobile,Thailand
1767778023000000,1767778023054188,0.054188,desktop,Australia
1767778073000000,1767778072132741,-0.867259,desktop,Taiwan
1767778109000000,1767778109580443,0.580443,desktop,Australia
1767778228000000,1767778228030647,0.030647,desktop,Australia
1767778229000000,1767778228367772,-0.632228,desktop,India
1767778233000000,1767778232785819,-0.214181,desktop,Australia
1767778320000000,1767778320417834,0.417834,mobile,Australia
1767778334000000,1767778334537223,0.537223,desktop,Australia
1767778374000000,1767778373917004,-0.082996,desktop,United Arab Emirates
1767778376000000,1767778375233713,-0.766287,desktop,Bahrain
1767778379000000,1767778378875026,-0.124974,mobile,Australia
1767778472000000,1767778471795145,-0.204855,desktop,Sri Lanka
1767778493000000,1767778493355924,0.355924,desktop,Australia
1767778528000000,1767778528308353,0.308353,mobile,Australia
1767778602000000,1767778601786105,-0.213895,desktop,Australia
1767778632000000,1767778632309912,0.309912,mobile,Australia
1767778645000000,1767778645118530,0.11853,desktop,United Arab Emirates
1767778656000000,1767778655676400,-0.3236,mobile,Australia
1767778700000000,1767778699953376,-0.046624,mobile,Australia
1767778774000000,1767778774400931,0.400931,mobile,Australia
1767778811000000,1767778810317113,-0.682887,desktop,Jersey
1767778825000000,1767778825657593,0.657593,mobile,Australia
1767778864000000,1767778863834145,-0.165855,desktop,Australia
1767778918000000,1767778917645511,-0.354489,desktop,Philippines
1767778932000000,1767778932140657,0.140657,desktop,Australia
1767778943000000,1767778942085270,-0.91473,desktop,Australia
1767779028000000,1767778986675619,-41.324381,desktop,Australia
1767779060000000,1767779058854651,-1.145349,mobile,Australia
1767779079000000,1767779079485810,0.48581,mobile,Australia
1767779165000000,1767779164694762,-0.305238,mobile,Australia
1767779177000000,1767779177006648,0.006648,mobile,Australia
1767779210000000,1767779209688974,-0.311026,desktop,Australia
1767779480000000,1767779480229700,0.2297,mobile,Australia
1767779589000000,1767779588274141,-0.725859,desktop,India
1767779615000000,1767779614671673,-0.328327,desktop,Australia
1767779669000000,1767779669471458,0.471458,mobile,Australia
1767779690000000,1767779690487098,0.487098,desktop,Australia
1767779808000000,1767779807767525,-0.232475,desktop,India
1767779830000000,1767779829519381,-0.480619,desktop,Pakistan
1767779930000000,1767779929692378,-0.307622,desktop,Australia
1767779954000000,1767779952770187,-1.229813,desktop,United Arab Emirates
1767779972000000,1767779971990051,-0.009949,mobile,Australia
1767780009000000,1767780008371736,-0.628264,mobile,Australia
1767780047000000,1767780046758609,-0.241391,mobile,Australia
1767780121000000,1767780120549513,-0.450487,desktop,Australia
1767780183000000,1767780182879762,-0.120238,desktop,India
1767780209000000,1767780208816096,-0.183904,mobile,Bahrain
1767780211000000,1767780210363129,-0.636871,desktop,India
1767780224000000,1767780223929767,-0.070233,desktop,Japan
1767780407000000,1767780407350330,0.35033,mobile,Australia
1767780441000000,1767780441338540,0.33854,desktop,Australia
1767780492000000,1767780492354812,0.354812,mobile,Australia
1767780497000000,1767780497050574,0.050574,mobile,Australia
1767780511000000,1767780510249312,-0.750688,mobile,Australia
1767780520000000,1767780519380886,-0.619114,mobile,India
1767780576000000,1767780576232341,0.232341,mobile,Australia
1767780627000000,1767780626463144,-0.536856,mobile,Australia
1767780673000000,1767780672975126,-0.024874,mobile,Australia
1767780703000000,1767780702571834,-0.428166,mobile,Australia
1767780719000000,1767780718681553,-0.318447,mobile,Australia
1767780733000000,1767780733142919,0.142919,mobile,Australia
1767780740000000,1767780740293618,0.293618,mobile,Australia
1767780748000000,1767780747658168,-0.341832,desktop,Australia
1767780757000000,1767780758068563,1.068563,desktop,China
1767780757000000,1767780756970170,-0.02983,mobile,Australia
1767780765000000,1767780765009838,0.009838,mobile,Australia
1767780770000000,1767780770173087,0.173087,desktop,Australia
1767780827000000,1767780827336456,0.336456,desktop,Australia
1767780849000000,1767780849148817,0.148817,mobile,Australia
1767780866000000,1767780865395549,-0.604451,desktop,Australia
1767780884000000,1767780883514490,-0.48551,desktop,Spain
1767780896000000,1767780758068563,-137.931437,desktop,China
1767780953000000,1767780953386355,0.386355,desktop,Australia
1767780994000000,1767780994237315,0.237315,desktop,Australia
1767781018000000,1767780994237315,-23.762685,desktop,Australia
1767781154000000,1767781154121704,0.121704,mobile,Australia
